"","code","growth","Photo","Cond","Ci","Tleaf","PARi","CO2R","RH_S","Rd","rdTleaf"
"411","e1.1","cool",40.21888021,0.187314571,407.9432442,25.07925987,1799.107544,799.7095947,60.11864471,-0.633408248333333,24.8892103833333
"412","e1.1","cool",43.64824094,0.111972362,812.1301587,24.57588387,1799.501587,1499.792969,60.10303497,-0.633408248333333,24.8892103833333
"413","e1.2","cool",7.520853962,0.530841337,19.84822411,25.19209862,1800.157715,48.86732864,67.18357086,-0.674223055333333,24.3328444166667
"414","e1.2","cool",14.91124739,0.495583924,40.03413668,24.86961365,1800.724243,100.7229385,68.75553131,-0.674223055333333,24.3328444166667
"415","e1.2","cool",18.37211471,0.464126332,71.45191183,25.01021767,1800.074585,150.8559723,67.3531189,-0.674223055333333,24.3328444166667
"416","e1.2","cool",23.87314297,0.436334482,92.80637099,24.9345932,1800.170288,201.1729279,69.64376831,-0.674223055333333,24.3328444166667
"417","e1.2","cool",28.36211324,0.406389904,114.7335171,24.79439354,1800.162842,251.1631927,70.87686157,-0.674223055333333,24.3328444166667
"418","e1.2","cool",32.98765019,0.3417157,141.0435886,24.67569542,1800.340332,324.5860901,69.79167938,-0.674223055333333,24.3328444166667
"419","e1.2","cool",37.89475984,0.288655735,156.5929318,25.24365234,1800.016479,400.6545715,71.72966003,-0.674223055333333,24.3328444166667
"420","e1.2","cool",38.63911449,0.179799522,219.3107956,25.15398979,1799.876099,600.560791,73.1088028,-0.674223055333333,24.3328444166667
"421","e1.2","cool",43.20067691,0.192205729,396.2929459,24.98998642,1800.162842,800.265564,70.3367691,-0.674223055333333,24.3328444166667
"422","e1.2","cool",44.47586607,0.096901195,415.6177068,24.94411087,1799.848633,1199.519043,73.06678009,-0.674223055333333,24.3328444166667
"423","e1.3","cool",7.097684167,0.357923366,11.1136045,25.07024002,1799.910278,50.10590744,64.89411926,-0.549020303333333,25.12354406
"424","e1.3","cool",13.33707874,0.336770498,23.20520412,25.10884285,1800.001831,100.3212738,66.65001678,-0.549020303333333,25.12354406
"425","e1.3","cool",18.30267932,0.34408404,45.66314543,24.79739571,1800.647583,149.8639984,67.42199707,-0.549020303333333,25.12354406
"426","e1.3","cool",24.03638993,0.332226031,58.8409057,24.95088005,1801.153687,199.7101593,66.86526489,-0.549020303333333,25.12354406
"427","e1.3","cool",29.40668862,0.330485938,76.96943994,24.97475815,1801.377808,250.1481934,67.55147552,-0.549020303333333,25.12354406
"428","e1.3","cool",34.65113172,0.321552488,115.4292969,24.99731636,1799.831543,324.79953,68.12762451,-0.549020303333333,25.12354406
"429","e1.3","cool",37.50934418,0.298620893,157.9683309,25.00130463,1799.914185,399.9085083,68.30527496,-0.549020303333333,25.12354406
"430","e1.3","cool",39.44490818,0.236848788,286.410515,25.06664658,1799.78125,599.7781982,68.16793823,-0.549020303333333,25.12354406
"431","e1.3","cool",41.02469175,0.170093532,362.3172467,25.11273956,1800.033936,800.1254272,67.17137909,-0.549020303333333,25.12354406
"432","e1.3","cool",41.85526062,0.078031248,577.1781914,25.17718124,1800.274658,1499.732056,66.51475525,-0.549020303333333,25.12354406
"433","g1.1","cool",5.045314044,0.335537542,22.53145042,24.90214157,1799.935181,50.20895767,58.7412796,-0.769318711,24.9214477566667
"434","g1.1","cool",11.55935817,0.354475233,39.9530076,24.73904419,1800.050171,100.0062866,61.51993179,-0.769318711,24.9214477566667
"435","g1.1","cool",17.92845713,0.387618621,63.39545283,25.18259048,1800.290771,149.6888275,56.60938263,-0.769318711,24.9214477566667
"436","g1.1","cool",25.43822495,0.394476506,79.06562279,25.10979843,1800.556152,199.2935944,58.27914047,-0.769318711,24.9214477566667
"437","g1.1","cool",30.76239253,0.402914157,107.0416172,25.08930779,1800.377808,250.0806732,59.0027504,-0.769318711,24.9214477566667
"438","g1.1","cool",33.45497074,0.402172864,168.0879325,25.01182556,1800.295288,325.2903748,59.55528259,-0.769318711,24.9214477566667
"439","g1.1","cool",33.47056318,0.387933921,235.6519464,24.88743019,1800.288696,399.6594543,60.21128082,-0.769318711,24.9214477566667
"440","g1.1","cool",34.19950978,0.357471821,415.0631221,24.85599709,1800.482422,599.6391602,59.71910858,-0.769318711,24.9214477566667
"441","g1.1","cool",35.68077596,0.330956359,590.0157477,24.882864,1801.006958,800.0346069,59.41428757,-0.769318711,24.9214477566667
"442","g1.1","cool",36.16273544,0.323059337,974.4729468,24.18113327,1800.52063,1199.973267,58.70268631,-0.769318711,24.9214477566667
"443","g1.1","cool",38.31086295,0.264054519,1208.977969,25.02134323,1800.458008,1499.062134,59.59755325,-0.769318711,24.9214477566667
"444","g1.2","cool",5.426403115,0.304454013,17.84828317,25.07746124,1798.863159,50.14451599,57.37491226,-0.963866749333333,24.9681886033333
"445","g1.2","cool",11.17652254,0.316732849,35.65658545,24.62098694,1799.371704,99.72637177,59.2080307,-0.963866749333333,24.9681886033333
"446","g1.2","cool",18.15628377,0.335681784,51.51625108,24.86144638,1799.902588,150.2166901,57.74051666,-0.963866749333333,24.9681886033333
"447","g1.2","cool",25.1305265,0.361492119,71.48745471,24.41801834,1800.104614,199.2127838,57.19502258,-0.963866749333333,24.9681886033333
"448","g1.2","cool",29.60023831,0.33655128,90.26358863,24.83616829,1799.875,250.8927155,60.62755585,-0.963866749333333,24.9681886033333
"449","g1.2","cool",33.06173348,0.34018581,145.8231613,24.79557228,1800.53894,324.7218628,59.26763916,-0.963866749333333,24.9681886033333
"450","g1.2","cool",33.9782048,0.31996026,205.3213505,24.88877678,1800.664185,401.0363464,58.40945816,-0.963866749333333,24.9681886033333
"451","g1.2","cool",35.02131598,0.287309269,373.2729317,24.77839088,1800.597412,599.536438,58.78207779,-0.963866749333333,24.9681886033333
"452","g1.2","cool",35.1782734,0.250679548,538.9022993,24.96385384,1800.302856,800.2034912,57.1592598,-0.963866749333333,24.9681886033333
"453","g1.2","cool",37.0948691,0.211446535,871.1845276,24.996315,1799.957886,1200.103394,56.3984108,-0.963866749333333,24.9681886033333
"454","g1.2","cool",39.21598389,0.170717673,1076.224335,25.09227943,1799.856812,1500.748413,55.31580734,-0.963866749333333,24.9681886033333
"455","g1.3","cool",4.912646252,0.356749961,24.79635309,25.18162346,1800.018311,50.12850571,57.4258728,-0.993028346333333,24.9983857466667
"456","g1.3","cool",12.31607823,0.374573542,39.75804978,24.82771492,1800.263794,99.8588562,59.57025528,-0.993028346333333,24.9983857466667
"457","g1.3","cool",20.09689191,0.405205478,58.50265586,24.71026421,1801.304199,149.7471771,58.78663254,-0.993028346333333,24.9983857466667
"458","g1.3","cool",25.9717628,0.429371428,87.42930915,24.73476791,1800.283813,199.7988586,56.89020157,-0.993028346333333,24.9983857466667
"459","g1.3","cool",32.6564737,0.419877712,106.9222401,24.98504639,1799.046509,251.0385437,57.86233521,-0.993028346333333,24.9983857466667
"460","g1.3","cool",36.09410253,0.40132166,157.9599973,25.04673195,1798.812012,324.8600464,57.84085083,-0.993028346333333,24.9983857466667
"461","g1.3","cool",37.38481636,0.376861861,217.0998529,24.86861992,1798.937866,401.1055298,59.81781769,-0.993028346333333,24.9983857466667
"462","g1.3","cool",38.35813557,0.347354021,392.3279044,24.92193794,1799.598022,599.932251,58.99146271,-0.993028346333333,24.9983857466667
"463","g1.3","cool",40.51408341,0.294500748,542.9466576,24.84568214,1799.558105,799.6671753,59.53613663,-0.993028346333333,24.9983857466667
"464","g1.3","cool",42.43241214,0.241397421,871.452902,24.91094971,1799.588623,1200.50769,58.5466423,-0.993028346333333,24.9983857466667
"465","g1.3","cool",41.93100438,0.186311241,1084.067071,25.01153564,1799.298584,1499.443359,57.9189682,-0.993028346333333,24.9983857466667
"466","m1.1","cool",9.261747811,0.823107938,14.47991753,24.88256454,1800.81604,49.06369019,61.18037415,-0.83040008,24.9359467833333
"467","m1.1","cool",18.5690288,0.865641759,33.13439363,24.9616127,1800.015625,100.8082352,61.09437943,-0.83040008,24.9359467833333
"468","m1.1","cool",27.00825561,0.867784436,51.90161577,25.04190826,1799.775391,150.3547211,61.18982697,-0.83040008,24.9359467833333
"469","m1.1","cool",34.54097406,0.872605739,74.87553065,25.03078461,1799.821411,200.7047577,61.19890213,-0.83040008,24.9359467833333
"470","m1.1","cool",40.31933154,0.855876385,101.4559881,25.05350876,1799.995728,250.3029633,60.96237183,-0.83040008,24.9359467833333
"471","m1.1","cool",44.89156452,0.818144533,154.0248233,25.0526371,1800.315674,325.1254578,60.28371429,-0.83040008,24.9359467833333
"472","m1.1","cool",46.0921603,0.736660757,212.5891988,25.20747757,1800.721558,400.5171204,57.5848465,-0.83040008,24.9359467833333
"473","m1.1","cool",46.23548364,0.597930636,383.1477094,24.91090393,1800.208252,601.2775269,55.52335739,-0.83040008,24.9359467833333
"474","m1.1","cool",46.65491787,0.458005284,535.34163,25.06045723,1798.956543,800.3236084,51.2224617,-0.83040008,24.9359467833333
"475","m1.1","cool",46.78881923,0.334023177,859.8904451,25.10430336,1801.174438,1200.295776,46.90090942,-0.83040008,24.9359467833333
"476","m1.1","cool",46.78033214,0.220208774,1034.293495,25.09936714,1799.563354,1500.676392,41.00849915,-0.83040008,24.9359467833333
"477","m1.2","cool",8.336719694,0.56951549,10.79768683,25.01831627,1799.087769,49.24885178,60.22573471,-0.940457469333333,24.8244031233333
"478","m1.2","cool",16.83135094,0.611290401,25.7309377,24.97552872,1799.759155,100.1956253,61.33526611,-0.940457469333333,24.8244031233333
"479","m1.2","cool",24.73921122,0.614418098,42.02239045,24.99579048,1799.066406,151.2920074,61.34755325,-0.940457469333333,24.8244031233333
"480","m1.2","cool",31.48080547,0.61261461,60.9520506,24.99034309,1800.049561,200.5117645,61.30963135,-0.940457469333333,24.8244031233333
"481","m1.2","cool",36.60136797,0.605109865,86.24480361,24.96401596,1800.665527,250.250885,61.09622574,-0.940457469333333,24.8244031233333
"482","m1.2","cool",40.65374734,0.584968781,137.5857285,25.03015137,1799.977783,325.0535583,60.57485962,-0.940457469333333,24.8244031233333
"483","m1.2","cool",41.95617437,0.540390474,195.2651378,25.15040588,1799.34436,400.4482727,59.7834816,-0.940457469333333,24.8244031233333
"484","m1.2","cool",42.15882515,0.462019587,366.4482686,25.15860558,1799.001221,600.6237793,58.45682144,-0.940457469333333,24.8244031233333
"485","m1.2","cool",41.74776764,0.35342561,516.9515517,25.30565643,1798.809814,800.6223145,55.06835175,-0.940457469333333,24.8244031233333
"486","m1.2","cool",41.72378881,0.230401052,801.8182122,25.44890022,1798.820313,1200.678589,48.58657074,-0.940457469333333,24.8244031233333
"487","m1.2","cool",42.05216729,0.139667271,899.2197285,25.640728,1798.822266,1500.497925,41.93309021,-0.940457469333333,24.8244031233333
"488","m1.3","cool",6.711895452,0.4006957,10.20887511,25.12972069,1799.904297,49.26704788,61.800354,-0.691593985,25.0911706266667
"489","m1.3","cool",14.12956728,0.450075486,24.153396,25.1151104,1801.131348,100.1428223,63.71228409,-0.691593985,25.0911706266667
"490","m1.3","cool",21.39380199,0.470146442,39.45727122,25.04559898,1801.199463,151.2751465,64.39801025,-0.691593985,25.0911706266667
"491","m1.3","cool",28.02471454,0.488933414,57.45885583,24.98137474,1801.136353,200.3363037,65.17784882,-0.691593985,25.0911706266667
"492","m1.3","cool",32.99783029,0.497451181,84.54404115,24.89463043,1799.166626,251.3909302,65.58836365,-0.691593985,25.0911706266667
"493","m1.3","cool",36.43625965,0.501718769,139.8615382,24.96819878,1798.962036,324.5921326,66.07294464,-0.691593985,25.0911706266667
"494","m1.3","cool",37.70982606,0.487105896,203.83755,25.03779221,1799.02832,400.6653137,65.88481903,-0.691593985,25.0911706266667
"495","m1.3","cool",38.58541825,0.433445746,377.4942877,25.17899132,1799.090454,600.6662598,64.32565308,-0.691593985,25.0911706266667
"496","m1.3","cool",38.21465996,0.34130632,534.409209,25.19371986,1799.202759,799.9386597,62.95940781,-0.691593985,25.0911706266667
"497","m1.3","cool",37.94233586,0.244207776,852.3850141,25.26755142,1799.444336,1199.879761,59.03666687,-0.691593985,25.0911706266667
"498","m1.3","cool",37.78388799,0.141960643,968.2381932,25.15237045,1800.161865,1500.642578,53.45375443,-0.691593985,25.0911706266667
"499","a1.1","cool",0.620345654,0.555029884,45.09586938,24.84717178,1799.702026,49.41968536,61.0409317,-0.977585256333333,24.94838778
"500","a1.1","cool",4.967123313,0.64426697,77.21177722,24.86055756,1799.254517,100.4458847,62.82170868,-0.977585256333333,24.94838778
"501","a1.1","cool",8.813148297,0.6228872,109.0350278,24.89641953,1799.022705,150.1439362,62.30987167,-0.977585256333333,24.94838778
"502","a1.1","cool",11.6610665,0.482286114,137.0504943,25.08379745,1800.235107,200.3027954,58.56826782,-0.977585256333333,24.94838778
"503","a1.1","cool",13.99571937,0.392969647,163.4794817,25.12779427,1800.018921,250.2452545,56.35821533,-0.977585256333333,24.94838778
"504","a1.1","cool",15.79916132,0.318797041,186.3846321,25.151968,1799.793701,299.777832,53.87960052,-0.977585256333333,24.94838778
"505","a1.1","cool",20.16022066,0.181672245,275.7512673,25.13988113,1799.557983,500.0250244,48.11582947,-0.977585256333333,24.94838778
"506","a1.1","cool",25.62774561,0.136858461,388.3847998,25.12239647,1799.767334,750.4153442,45.24354553,-0.977585256333333,24.94838778
"507","a1.1","cool",31.19240043,0.127209671,530.0667748,25.09289742,1799.89856,1001.03363,44.54677963,-0.977585256333333,24.94838778
"508","a1.1","cool",35.44800225,0.118194951,677.4275917,25.05945587,1800.943848,1250.119751,43.89523315,-0.977585256333333,24.94838778
"509","a1.1","cool",38.63225384,0.112880116,846.8827751,25.02630615,1801.128418,1500.097046,43.4587326,-0.977585256333333,24.94838778
"510","a1.1","cool",40.0714701,0.100442885,1044.928671,25.07236862,1800.331787,1800.760132,42.46926117,-0.977585256333333,24.94838778
"511","a1.2","cool",0.581109576,0.554455797,45.77745167,24.62926674,1799.7052,49.6368866,65.27848053,-0.880842714333333,24.9170481366667
"512","a1.2","cool",5.298092183,0.62011491,77.29207623,24.85123062,1799.273071,100.6667023,67.67578125,-0.880842714333333,24.9170481366667
"513","a1.2","cool",9.44086779,0.657692871,110.5342973,24.91585541,1799.284302,149.9087372,68.69416809,-0.880842714333333,24.9170481366667
"514","a1.2","cool",13.37266243,0.639963922,145.1174453,24.57985687,1799.27771,201.2623444,68.16104126,-0.880842714333333,24.9170481366667
"515","a1.2","cool",16.18747102,0.547704807,175.6084303,24.94105721,1799.096802,250.7006836,68.13791656,-0.880842714333333,24.9170481366667
"516","a1.2","cool",18.81422796,0.470682736,203.0985378,25.02680779,1799.009766,299.5333252,66.90628815,-0.880842714333333,24.9170481366667
"517","a1.2","cool",27.40302133,0.342764802,323.0630699,25.20495605,1798.938721,499.9831543,64.70039368,-0.880842714333333,24.9170481366667
"518","a1.2","cool",28.66776154,0.191993225,455.196407,24.78102684,1800.863281,750.1635132,61.88107681,-0.880842714333333,24.9170481366667
"519","a1.2","cool",34.11959759,0.15582228,580.8604555,24.90925789,1799.201904,1000.410461,57.79834747,-0.880842714333333,24.9170481366667
"520","a1.2","cool",33.7908147,0.108078917,675.1969271,25.07527924,1799.455444,1249.914551,56.42502975,-0.880842714333333,24.9170481366667
"521","a1.2","cool",38.39937876,0.100884725,803.4151563,25.27483749,1799.986816,1499.232422,57.62711334,-0.880842714333333,24.9170481366667
"522","a1.2","cool",42.11505894,0.108532769,1079.717782,24.98336792,1799.619385,1799.420776,60.4570694,-0.880842714333333,24.9170481366667
"523","a1.3","cool",0.545003006,0.596327872,45.29680116,25.08227921,1799.939453,49.27878571,57.21985626,-0.859180456333333,24.9321409866667
"524","a1.3","cool",5.361761902,0.66326239,76.19010094,24.96187782,1799.948242,100.3608093,58.12164688,-0.859180456333333,24.9321409866667
"525","a1.3","cool",9.976754347,0.732153812,110.1086781,24.30556488,1799.833496,151.3810425,58.0981369,-0.859180456333333,24.9321409866667
"526","a1.3","cool",13.49730023,0.591721811,138.0455906,25.1130867,1799.986694,201.1215973,55.7746582,-0.859180456333333,24.9321409866667
"527","a1.3","cool",15.85909539,0.458656766,164.1179417,25.26331139,1799.328613,251.2486115,51.98411179,-0.859180456333333,24.9321409866667
"528","a1.3","cool",17.95260261,0.384690944,188.4382739,25.08376694,1799.155884,299.4647217,50.46600342,-0.859180456333333,24.9321409866667
"529","a1.3","cool",23.37809918,0.218264683,277.3852454,25.24724579,1799.954712,499.5700684,42.70668793,-0.859180456333333,24.9321409866667
"530","a1.3","cool",27.76415336,0.145457377,379.3985439,25.28008461,1800.571045,749.7879639,38.29714203,-0.859180456333333,24.9321409866667
"531","a1.3","cool",34.83735487,0.136216727,508.3230915,25.0682106,1801.231812,1000.555725,38.22571564,-0.859180456333333,24.9321409866667
"532","a1.3","cool",39.10867252,0.136623075,695.9552522,24.61255455,1800.633789,1250.942139,33.92004395,-0.859180456333333,24.9321409866667
"533","a1.3","cool",44.06956707,0.12141643,802.7589473,25.73655701,1800.881714,1499.043335,35.35108948,-0.859180456333333,24.9321409866667
"534","a1.3","cool",45.83532442,0.107893658,993.0991124,25.35551071,1799.056641,1800.055298,35.32093811,-0.859180456333333,24.9321409866667
"535","f1.1","cool",6.214584264,0.284612019,8.804456413,25.60977745,1800.265381,50.02974701,59.2354126,-0.589634538666667,25.1359736133333
"536","f1.1","cool",13.42325487,0.367956597,28.97424169,24.63030052,1799.975098,100.7485275,56.72372818,-0.589634538666667,25.1359736133333
"537","f1.1","cool",20.31341542,0.342444985,33.87591064,25.90368843,1799.532349,149.2242737,58.12138748,-0.589634538666667,25.1359736133333
"538","f1.1","cool",25.16891429,0.400533319,73.99448477,24.29771233,1799.493896,199.9341736,62.85905457,-0.589634538666667,25.1359736133333
"539","f1.1","cool",28.36245709,0.394930501,106.7795572,24.44061852,1799.813965,251.0481873,62.24419403,-0.589634538666667,25.1359736133333
"540","f1.1","cool",28.64599291,0.340829934,158.5945342,25.24637222,1799.833618,325.0367432,64.86521912,-0.589634538666667,25.1359736133333
"541","f1.1","cool",28.92493292,0.334316352,227.4175911,25.13762665,1800.492554,400.1357117,63.61407089,-0.589634538666667,25.1359736133333
"542","f1.1","cool",29.61063293,0.310506541,407.2551583,24.87408638,1801.082764,600.0730591,65.43553925,-0.589634538666667,25.1359736133333
"543","f1.1","cool",31.1789691,0.315570533,594.2376623,25.12683868,1799.589111,800.1131592,56.27438354,-0.589634538666667,25.1359736133333
"544","f1.1","cool",32.49781166,0.296001544,966.1642137,24.40930557,1799.601074,1200.209351,59.93588638,-0.589634538666667,25.1359736133333
"545","f1.1","cool",32.35479927,0.251757755,1226.022386,24.89817619,1799.135864,1499.972168,61.3161087,-0.589634538666667,25.1359736133333
"546","f1.2","cool",5.5086713,0.316073235,16.09397853,25.03161812,1799.995483,50.07599258,56.56592941,-0.563455120333333,24.7657082866667
"547","f1.2","cool",12.27689316,0.341925281,28.96246922,24.91235352,1800.39209,99.6862793,57.21525574,-0.563455120333333,24.7657082866667
"548","f1.2","cool",18.66881002,0.357551796,45.02061962,24.86977959,1800.175659,148.7017975,57.58533478,-0.563455120333333,24.7657082866667
"549","f1.2","cool",24.49736731,0.36443259,65.99468536,24.87606812,1800.288086,200.145874,57.77355576,-0.563455120333333,24.7657082866667
"550","f1.2","cool",27.664358,0.368250093,99.94050604,24.97786713,1800.464355,250.953186,56.71141815,-0.563455120333333,24.7657082866667
"551","f1.2","cool",29.96283419,0.360004323,156.9996328,25.11274338,1800.567383,325.1364136,56.33288193,-0.563455120333333,24.7657082866667
"552","f1.2","cool",30.36525801,0.345900875,222.5671691,25.0941391,1800.614258,400.4625854,56.39251328,-0.563455120333333,24.7657082866667
"553","f1.2","cool",31.17713681,0.320361622,401.0659169,25.1193943,1800.898193,600.687561,55.79452896,-0.563455120333333,24.7657082866667
"554","f1.2","cool",31.71538192,0.291131558,576.0894711,25.12134552,1800.913208,800.5119019,55.44778061,-0.563455120333333,24.7657082866667
"555","f1.2","cool",32.719777,0.253583836,931.4709217,25.11869621,1801.312866,1200.531128,54.45394516,-0.563455120333333,24.7657082866667
"556","f1.2","cool",33.43277101,0.2151578,1179.45712,25.09696198,1801.199463,1499.841675,53.69898605,-0.563455120333333,24.7657082866667
"557","f1.3","cool",5.825928567,0.31745507,14.68381326,25.17109871,1800.628662,50.44646454,59.73664093,-0.619004239666667,24.9680576333333
"558","f1.3","cool",12.10981167,0.360379905,31.7609498,24.37140465,1801.146484,98.58569336,60.62493515,-0.619004239666667,24.9680576333333
"559","f1.3","cool",18.43794058,0.373986578,49.97066663,24.4554615,1799.754028,148.7578888,61.3524704,-0.619004239666667,24.9680576333333
"560","f1.3","cool",23.67209862,0.383105702,74.61242769,25.02486801,1799.619141,199.5173645,57.259552,-0.619004239666667,24.9680576333333
"561","f1.3","cool",26.8982651,0.389489733,109.6161138,25.11163139,1799.568481,250.4589691,57.42731094,-0.619004239666667,24.9680576333333
"562","f1.3","cool",28.70400108,0.380422854,170.6430038,25.15711975,1799.539917,325.4647827,57.72579956,-0.619004239666667,24.9680576333333
"563","f1.3","cool",29.56360489,0.364821686,233.295974,25.12470055,1799.536377,399.8929138,57.83568954,-0.619004239666667,24.9680576333333
"564","f1.3","cool",30.76180055,0.334808224,409.4801462,25.09571838,1799.919067,600.2157593,57.56443405,-0.619004239666667,24.9680576333333
"565","f1.3","cool",31.98560829,0.299781816,578.8730165,25.10698509,1800.756714,800.1508179,56.69213867,-0.619004239666667,24.9680576333333
"566","f1.3","cool",32.80705698,0.260370518,935.6094194,25.13820457,1800.290283,1200.328613,55.5918045,-0.619004239666667,24.9680576333333
"567","f1.3","cool",34.43702145,0.228557687,1185.627341,25.08636856,1800.472046,1499.763672,55.8930397,-0.619004239666667,24.9680576333333
"568","h1.1","cool",6.669113533,0.476418765,16.88874027,25.11468887,1799.532715,49.42192078,64.40187836,-0.718650934333333,25.1231295266667
"569","h1.1","cool",12.46553251,0.456976891,38.07848336,24.85186577,1799.567627,100.85289,63.15461731,-0.718650934333333,25.1231295266667
"570","h1.1","cool",17.9478898,0.447119686,57.98831014,24.96649742,1798.89502,149.9234467,62.22616959,-0.718650934333333,25.1231295266667
"571","h1.1","cool",23.5926116,0.436568939,77.67298786,25.07248878,1799.623169,200.6929321,61.92797089,-0.718650934333333,25.1231295266667
"572","h1.1","cool",28.49846625,0.426493162,100.0658926,25.13057137,1799.209595,251.4151611,61.64418411,-0.718650934333333,25.1231295266667
"573","h1.1","cool",29.30643865,0.4393068,98.00211641,25.09582901,1798.696411,250.1886444,62.47408676,-0.718650934333333,25.1231295266667
"574","h1.1","cool",34.21230815,0.41966974,140.3468428,25.09722137,1800.331055,324.7845154,61.93246841,-0.718650934333333,25.1231295266667
"575","h1.1","cool",37.08993825,0.38801505,187.8642203,25.12275505,1800.39978,400.7609863,60.90785599,-0.718650934333333,25.1231295266667
"576","h1.1","cool",39.43136306,0.311470483,329.5586632,25.20449257,1800.029541,601.0429688,59.34325027,-0.718650934333333,25.1231295266667
"577","h1.1","cool",39.86011204,0.224866741,442.1874508,25.15904808,1799.943848,800.7706299,55.99901581,-0.718650934333333,25.1231295266667
"578","h1.1","cool",39.84196005,0.144501219,673.1502856,25.09264183,1800.665161,1200.221436,51.97107697,-0.718650934333333,25.1231295266667
"579","h1.1","cool",38.92938241,0.098482867,777.3776521,24.84507751,1799.481445,1501.192749,48.42709732,-0.718650934333333,25.1231295266667
"580","h1.2","cool",6.767061766,0.625771086,19.35944233,24.9995575,1799.452148,48.98301697,68.39202881,-0.809653678333333,24.9749457033333
"581","h1.2","cool",13.10124276,0.621336195,43.08366433,24.94417191,1799.908813,100.8323898,67.89565277,-0.809653678333333,24.9749457033333
"582","h1.2","cool",19.68696455,0.624839062,64.76573708,24.8238678,1800.776733,151.2101135,67.87625122,-0.809653678333333,24.9749457033333
"583","h1.2","cool",25.76872809,0.620185872,87.6837851,24.92487907,1800.048584,201.4466858,67.89490509,-0.809653678333333,24.9749457033333
"584","h1.2","cool",30.83966905,0.624144865,114.2265741,24.82847404,1800.000488,250.0703735,67.99993134,-0.809653678333333,24.9749457033333
"585","h1.2","cool",35.54312336,0.599347299,163.4706962,24.88846397,1800.516357,324.807373,67.63265991,-0.809653678333333,24.9749457033333
"586","h1.2","cool",38.09862865,0.571119307,220.8130424,24.90696716,1800.253662,400.192627,67.08348846,-0.809653678333333,24.9749457033333
"587","h1.2","cool",39.68978828,0.522837766,399.1098432,24.94122314,1799.970825,601.3695068,65.97380066,-0.809653678333333,24.9749457033333
"588","h1.2","cool",39.74543778,0.45802019,574.5933074,25.0346489,1800.508179,800.0379639,64.38449097,-0.809653678333333,24.9749457033333
"589","h1.2","cool",39.76302234,0.365344374,927.9263267,24.98261642,1799.952393,1200.092041,62.38367462,-0.809653678333333,24.9749457033333
"590","h1.2","cool",39.75185124,0.243233987,1131.228712,25.06350327,1801.327759,1499.74292,57.53816605,-0.809653678333333,24.9749457033333
"591","h1.3","cool",7.330675546,0.648986691,19.23558694,24.99430084,1800.326416,49.46051788,64.98963928,-0.553291104333333,24.98571841
"592","h1.3","cool",14.53175339,0.666435364,41.46101227,24.88908958,1800.577148,100.5042038,65.30169678,-0.553291104333333,24.98571841
"593","h1.3","cool",21.10807364,0.652208466,62.84142922,24.88622856,1801.077515,149.7982025,64.60890961,-0.553291104333333,24.98571841
"594","h1.3","cool",27.34833236,0.619336976,83.82752415,24.91275024,1800.16748,200.2046814,64.08273315,-0.553291104333333,24.98571841
"595","h1.3","cool",32.11376399,0.608143414,111.1619186,24.88584709,1799.858521,249.7252502,63.88097,-0.553291104333333,24.98571841
"596","h1.3","cool",37.55611392,0.584160519,157.616193,24.89677238,1800.406006,324.6367188,63.44142151,-0.553291104333333,24.98571841
"597","h1.3","cool",40.46055796,0.55957528,214.5798134,24.9292717,1800.060791,400.8608398,62.92991257,-0.553291104333333,24.98571841
"598","h1.3","cool",42.04453196,0.514653981,391.4100015,24.96471786,1799.921143,600.9197388,61.80444336,-0.553291104333333,24.98571841
"599","h1.3","cool",42.8110856,0.429817666,555.91377,25.01654434,1799.77417,801.1785889,59.35890579,-0.553291104333333,24.98571841
"600","h1.3","cool",43.19207167,0.314997806,882.1996908,25.1868782,1798.920288,1200.593628,55.50545883,-0.553291104333333,24.98571841
"601","h1.3","cool",43.26182917,0.202390624,1051.154822,25.1137867,1800.669189,1500.794556,50.86406708,-0.553291104333333,24.98571841
"602","c1.1","cool",2.623300424,0.643463372,40.8156345,24.76528549,1799.468018,50.1657486,58.50953293,-0.745816526333333,24.8574263266667
"603","c1.1","cool",7.629967824,0.704647132,76.21622369,24.36271095,1799.674683,100.3858337,56.74529648,-0.745816526333333,24.8574263266667
"604","c1.1","cool",12.34707623,0.699271007,109.7198139,24.98604393,1799.714355,148.8921814,56.97114182,-0.745816526333333,24.8574263266667
"605","c1.1","cool",17.27753973,0.713423817,146.7708168,24.90564346,1799.441895,200.519577,58.93022156,-0.745816526333333,24.8574263266667
"606","c1.1","cool",21.24482565,0.739118855,186.0000534,24.89492989,1799.956543,250.5140686,58.20056915,-0.745816526333333,24.8574263266667
"607","c1.1","cool",23.58248348,0.753568653,228.9682147,24.31787682,1799.864746,299.7437744,59.38660049,-0.745816526333333,24.8574263266667
"608","c1.1","cool",31.93735421,0.685257264,394.802096,24.72345543,1800.736694,500.304657,57.73360062,-0.745816526333333,24.8574263266667
"609","c1.1","cool",37.37458256,0.583173828,606.3228219,24.79031944,1799.685547,749.5286255,58.98235321,-0.745816526333333,24.8574263266667
"610","c1.1","cool",38.49867529,0.518518493,833.0958517,24.85999107,1798.775024,1000.110962,58.67358398,-0.745816526333333,24.8574263266667
"611","c1.1","cool",37.39624515,0.485236519,1071.899106,25.10913849,1800.350342,1250.656006,55.0779686,-0.745816526333333,24.8574263266667
